snapshot_utc,element_id,web_name,team,progress_pct,proj_0,proj_1,proj_2,likelihood,hourly_rate,selected_by_percent,now_cost,transfers_in_event,transfers_out_event,total_points,minutes,form,status,cost_change_event,cost_change_start,locked_until,calibrating
"2026-09-17T10:45:59Z",616,"Bouaddi","MCI","0.2","0.2","0.1","-2.4",1,-7,"0.2",55,2213,3023,2,22,"0.7","a",0,0,,"false"
"2026-09-17T10:45:59Z",621,"McAidoo","MCI","-23.8","-26.2","-30.7","-35.2",-2,-4,"0.1",45,757,1471,2,11,"0.7","a",0,0,,"false"
"2026-09-17T10:45:59Z",622,"Braithwaite","MCI","-0.8","0.0","0.0","0.1",0,3,"0.2",40,1837,2071,1,1,"0.3","a",0,0,,"false"
"2026-09-17T10:45:59Z",628,"Allan","MCI","0.0","0.0","0.0","0.1",0,1,"0.0",60,209,177,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",653,"Samba","MCI","0.0","0.0","0.0","0.0",0,0,"0.0",45,458,705,0,0,"0.0","a",0,0,"2026-09-18T19:49:28.106817Z","false"
"2026-09-17T10:45:59Z",43,"Tielemans","MUN","-6.1","-7.1","-9.0","-10.9",-1,-38,"1.6",58,6245,17288,10,312,"2.5","a",-1,-2,,"false"
"2026-09-17T10:45:59Z",131,"Baleba","MUN","-2.9","-3.4","-4.2","-5.1",-1,-4,"0.1",49,472,1281,0,0,"0.0","i",-1,-1,,"false"
"2026-09-17T10:45:59Z",162,"Andrey Santos","MUN","-13.2","-15.0","-18.4","-21.9",-1,-27,"0.6",48,2171,8907,4,82,"1.0","a",-1,-2,,"false"
"2026-09-17T10:45:59Z",325,"Darlow","MUN","-16.3","-18.3","-22.4","-26.4",-1,-1,"0.0",45,121,231,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",412,"Lammens","MUN","-8.7","-9.6","-11.3","-12.9",-1,-225,"10.6",49,10635,80400,7,360,"1.8","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",413,"Bayindir","MUN","0.0","0.0","0.0","0.0",0,0,"0.0",45,0,76,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",414,"Heaton","MUN","-28.4","-28.4","-28.4","-28.4",-2,0,"0.1",40,232,315,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",415,"Dorgu","MUN","-43.0","-43.8","-45.2","-46.7",-3,-6,"0.6",58,2280,6004,6,165,"1.5","a",0,-2,,"false"
"2026-09-17T10:45:59Z",416,"De Ligt","MUN","-80.5","-80.5","-80.5","-80.5",-3,0,"0.0",50,63,161,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",417,"Dalot","MUN","-36.6","-38.5","-42.3","-46.1",-2,-48,"1.7",49,2831,12540,6,256,"1.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",418,"Maguire","MUN","-46.0","-48.7","-54.1","-59.4",-3,-386,"9.9",49,10701,86619,8,360,"2.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",419,"Martinez","MUN","-74.0","-74.3","-74.8","-75.3",-3,-5,"1.3",50,8481,6505,6,270,"1.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",420,"Yoro","MUN","-94.6","-97.3","-102.5","-107.7",-4,-18,"0.5",49,502,3614,2,22,"0.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",421,"Heaven","MUN","-51.2","-52.8","-55.9","-59.0",-3,-6,"0.3",44,481,2552,1,90,"0.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",422,"Mazraoui","MUN","-31.8","-33.9","-37.9","-41.9",-2,-16,"0.5",44,2013,5639,3,97,"0.8","a",0,-1,,"false"
"2026-09-17T10:45:59Z",423,"Shaw","MUN","-59.8","-63.7","-71.4","-79.0",-3,-1013,"9.9",44,1851,198838,7,252,"1.8","d",0,-1,,"false"
"2026-09-17T10:45:59Z",424,"Amass","MUN","-31.7","-31.5","-31.2","-30.8",-2,1,"0.2",40,1009,1235,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",425,"Fredricson","MUN","0.0","0.0","0.0","0.0",0,0,"0.0",40,0,88,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",426,"B.Fernandes","MUN","-74.9","-76.1","-78.5","-80.8",-3,-699,"41.2",120,48456,199626,29,360,"7.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",427,"Mbeumo","MUN","-32.0","-34.3","-38.9","-43.4",-2,-745,"22.5",79,61171,169123,23,360,"5.8","a",0,-1,,"false"
"2026-09-17T10:45:59Z",428,"Cunha","MUN","-60.9","-63.7","-69.0","-74.4",-3,-235,"6.0",79,8466,56060,16,317,"4.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",429,"Rashford","MUN","-71.7","-73.9","-78.2","-82.5",-3,-50,"1.6",70,13679,15170,8,275,"2.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",430,"Mount","MUN","0.0","0.0","0.0","0.0",0,0,"0.0",54,259,216,0,0,"0.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",431,"Amad","MUN","-1.9","-2.5","-3.5","-4.6",-1,-12,"0.3",57,53,3855,0,0,"0.0","i",-1,-3,,"false"
"2026-09-17T10:45:59Z",432,"Mainoo","MUN","14.1","14.3","14.6","15.0",1,28,"1.6",55,25499,9007,18,275,"4.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",433,"Ugarte","MUN","-60.1","-60.1","-60.1","-60.1",-3,0,"0.0",50,14,29,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",434,"J.Fletcher","MUN","-22.6","-22.6","-22.6","-22.6",-2,0,"0.0",49,43,93,0,0,"0.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",435,"Lacey","MUN","-22.2","-22.2","-22.2","-22.2",-2,0,"0.1",49,235,423,1,10,"0.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",436,"Collyer","MUN","0.0","0.0","0.0","0.0",0,-2,"0.0",50,0,104,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",437,"Bendito Mantato","MUN","-73.2","-75.7","-80.6","-85.4",-3,-6,"0.2",45,491,1262,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",438,"Fletcher","MUN","0.2","0.2","0.2","0.3",1,4,"0.3",44,1415,2154,0,0,"0.0","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",439,"Šeško","MUN","-17.4","-17.0","-16.1","-15.3",-1,11,"1.8",70,16469,15894,8,76,"2.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",440,"Zirkzee","MUN","-89.3","-91.5","-95.7","-99.8",-3,-13,"0.4",54,1989,4155,1,7,"0.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",441,"Obi","MUN","0.0","0.0","0.0","0.0",0,-69,"1.1",45,5061,14769,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",405,"N.Gonzalez","NEW","2.6","2.4","2.0","1.7",1,-28,"0.2",55,1089,3964,5,164,"1.2","d",0,0,,"false"
"2026-09-17T10:45:59Z",442,"Pope","NEW","-22.5","-23.3","-24.9","-26.5",-2,-12,"1.0",49,1284,5248,0,0,"0.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",443,"Gillespie","NEW","-29.3","-32.5","-38.7","-44.9",-2,-2,"0.0",45,130,151,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",444,"Jaouen","NEW","-90.6","-90.6","-90.6","-90.6",-3,0,"0.0",45,18,190,0,0,"0.0","d",0,0,,"false"
"2026-09-17T10:45:59Z",445,"Thiaw","NEW","14.2","14.2","14.2","14.2",1,-1,"2.2",50,16018,16659,10,360,"2.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",446,"Schär","NEW","-2.3","-2.6","-3.3","-3.9",-1,-2,"0.2",49,831,1746,1,1,"0.2","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",447,"Botman","NEW","6.7","6.8","6.9","7.0",1,8,"0.7",50,4341,4560,11,360,"2.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",448,"Burn","NEW","-77.6","-78.4","-80.1","-81.8",-3,-28,"0.8",49,144,8356,0,0,"0.0","i",0,-1,,"false"
"2026-09-17T10:45:59Z",449,"Hall","NEW","26.9","28.2","30.7","33.1",2,186,"14.4",52,131647,79011,18,359,"4.5","a",0,2,,"false"
"2026-09-17T10:45:59Z",450,"Livramento","NEW","0.4","0.4","0.5","0.7",1,9,"0.1",49,1953,769,4,33,"1.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",451,"A.Murphy","NEW","0.0","0.0","0.0","0.0",0,-2,"0.1",40,0,475,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",453,"Barnes","NEW","81.6","86.7","96.7","106.7",3,759,"3.4",60,99532,24777,19,360,"4.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",454,"Elanga","NEW","-62.3","-70.6","-86.6","-102.6",-3,-2727,"8.4",62,53423,348701,18,232,"4.5","i",0,2,,"false"
"2026-09-17T10:45:59Z",456,"J.Ramsey","NEW","-13.8","-20.9","-34.7","-48.5",-2,-61,"0.3",49,1771,5379,7,69,"1.8","d",0,-1,,"false"
"2026-09-17T10:45:59Z",457,"J.Murphy","NEW","-49.1","-45.0","-36.9","-28.9",-3,8,"0.1",59,1093,1238,2,91,"0.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",458,"Joelinton","NEW","-42.1","-42.1","-42.1","-42.1",-3,0,"0.0",54,35,136,0,0,"0.0","i",0,-1,,"false"
"2026-09-17T10:45:59Z",459,"L.Miley","NEW","0.4","0.5","0.5","0.5",1,2,"0.1",55,672,909,8,306,"2.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",460,"Willock","NEW","10.5","10.5","10.4","10.3",1,-8,"0.5",50,4254,5614,12,198,"3.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",461,"Touré","NEW","-10.1","-6.5","0.0","0.1",-1,7,"0.1",58,1011,1080,7,34,"1.8","a",0,-2,,"false"
"2026-09-17T10:45:59Z",462,"Steur","NEW","-35.3","-37.2","-41.1","-44.9",-2,-2,"0.1",49,236,691,5,158,"1.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",463,"Woltemade","NEW","0.0","0.0","0.0","0.0",0,-33,"0.5",59,0,8745,4,19,"1.0","u",0,-1,,"false"
"2026-09-17T10:45:59Z",464,"Wissa","NEW","30.3","34.7","43.3","51.8",2,647,"18.2",62,157007,140903,15,351,"3.8","a",0,2,,"false"
"2026-09-17T10:45:59Z",465,"Osula","NEW","-94.4","-96.2","-99.5","-102.9",-4,-24,"0.3",59,147,4441,4,55,"1.0","i",0,-1,,"false"
"2026-09-17T10:45:59Z",466,"Neave","NEW","0.0","0.0","0.0","0.0",0,-28,"0.6",45,0,6461,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",559,"Bamba","NEW","-31.0","-32.2","-34.5","-36.8",-2,-2,"0.1",49,256,751,2,24,"0.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",567,"Horníček","NEW","18.9","19.0","19.4","19.7",1,25,"1.4",50,14469,10093,11,360,"2.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",593,"Dedić","NEW","43.6","43.6","43.6","43.6",3,1,"2.8",45,10377,30912,13,327,"3.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",609,"Shahar","NEW","0.0","0.0","0.0","0.0",0,-13,"0.2",40,0,4533,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",634,"Fernandez-Pardo","NEW","0.0","0.1","0.1","0.2",1,7,"0.1",60,2088,1585,2,84,"1.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",659,"Miley","NEW","0.0","0.0","0.0","0.0",0,0,"0.0",45,1833,301,0,0,"0.0","a",0,0,"2026-09-27T21:39:41.033165Z","false"
"2026-09-17T10:45:59Z",167,"Delap","NFO","47.2","52.2","61.9","71.7",3,739,"1.7",55,85776,11243,8,187,"2.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",201,"Muñoz","NFO","-66.0","-63.0","-57.3","-51.6",-3,236,"5.7",54,36846,34492,3,175,"0.8","a",0,-1,,"false"
"2026-09-17T10:45:59Z",467,"Sels","NFO","0.8","1.4","2.5","3.7",1,86,"1.6",50,21669,7366,12,360,"3.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",468,"John","NFO","-57.6","-57.6","-57.6","-57.6",-3,0,"0.1",45,131,244,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",469,"N.Williams","NFO","0.6","2.8","7.0","11.2",1,318,"8.7",50,69389,31016,17,360,"4.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",470,"Morato","NFO","0.0","0.0","0.0","0.0",0,-3,"0.0",50,0,317,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",471,"Milenković","NFO","-66.1","-70.1","-77.7","-85.3",-3,-199,"1.3",55,218,31497,12,270,"3.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",472,"Murillo","NFO","10.8","11.7","13.4","15.2",1,133,"2.0",55,32593,6498,19,359,"4.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",473,"Aina","NFO","-83.9","-83.1","-81.6","-80.1",-3,29,"2.6",45,11705,16044,8,306,"2.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",474,"Jair Cunha","NFO","-43.9","-48.3","-56.9","-65.5",-3,-23,"0.2",45,146,3303,10,270,"2.5","d",0,0,,"false"
"2026-09-17T10:45:59Z",475,"Savona","NFO","-9.8","-9.8","-9.8","-9.8",-1,0,"0.0",45,12,21,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",476,"O.Richards","NFO","-48.1","-48.5","-49.2","-50.0",-3,-1,"0.2",40,725,1111,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",477,"Abbott","NFO","0.0","0.0","0.0","0.0",0,-6,"0.2",40,0,1577,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",478,"Netz","NFO","-1.2","-4.4","-10.7","-16.9",-1,-2,"0.0",44,160,253,2,20,"0.5","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",479,"Bindon","NFO","0.0","0.0","0.0","0.0",0,-6,"0.1",40,0,932,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",480,"Gibbs-White","NFO","11.3","16.9","27.7","38.6",1,2227,"13.2",80,370069,24432,26,360,"6.5","a",1,0,,"false"
"2026-09-17T10:45:59Z",482,"Hudson-Odoi","NFO","-4.8","-4.4","-3.7","-2.9",-1,2,"0.2",58,1254,1809,1,1,"0.2","a",-1,-2,,"false"
"2026-09-17T10:45:59Z",483,"Ndoye","NFO","9.9","10.4","11.2","12.1",1,64,"0.7",55,13752,7531,14,258,"3.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",484,"Hutchinson","NFO","0.0","0.0","0.0","0.0",0,-2,"0.1",54,0,776,0,0,"0.0","u",0,-1,,"false"
"2026-09-17T10:45:59Z",485,"Bakwa","NFO","0.0","0.0","0.0","0.0",0,0,"0.0",55,0,44,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",486,"McAtee","NFO","1.8","1.8","1.9","2.0",1,8,"0.1",55,2149,1044,10,334,"2.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",487,"Dominguez","NFO","-29.9","-32.7","-38.1","-43.4",-2,-2,"0.1",49,176,497,1,1,"0.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",488,"I.Sangaré","NFO","-34.4","-37.6","-43.9","-50.1",-2,-22,"0.5",49,1079,3479,3,98,"0.8","a",0,-1,,"false"
"2026-09-17T10:45:59Z",489,"Yates","NFO","-40.7","-42.8","-46.9","-50.9",-3,-38,"1.3",45,2353,10845,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",490,"Wood","NFO","-15.0","-15.6","-16.7","-17.8",-1,-13,"1.0",58,3307,10571,3,45,"0.8","a",-1,-2,,"false"
"2026-09-17T10:45:59Z",491,"Igor Jesus","NFO","10.0","11.4","14.2","17.0",1,213,"2.6",58,37079,19125,11,226,"2.8","a",-1,-2,,"false"
"2026-09-17T10:45:59Z",493,"Kalimuendo","NFO","0.2","0.2","0.1","0.1",1,-2,"0.1",54,364,583,1,1,"0.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",558,"Schlager","NFO","0.2","0.2","0.3","0.4",1,7,"0.1",50,1854,812,11,286,"2.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",581,"Diomande","NFO","-47.4","-47.2","-46.8","-46.4",-3,2,"0.5",54,2580,2374,5,91,"1.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",590,"Benda","NFO","0.1","0.1","0.1","0.1",1,0,"0.1",45,305,400,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",112,"Van Hecke","TOT","-20.1","-20.1","-20.0","-20.0",-2,1,"6.7",49,26385,26576,18,360,"4.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",147,"Tosin","TOT","-14.8","-15.9","-18.0","-20.0",-1,-2,"0.2",44,295,668,1,5,"0.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",401,"Marmoush","TOT","34.2","34.9","36.2","37.6",2,102,"2.1",70,15001,32401,6,249,"1.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",403,"Sávio","TOT","10.6","10.7","10.9","11.1",1,16,"0.7",65,7243,8580,6,150,"1.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",455,"Tonali","TOT","-84.3","-88.8","-97.5","-106.3",-3,-253,"2.1",54,3084,39217,12,344,"3.0","d",0,-1,,"false"
"2026-09-17T10:45:59Z",494,"Vicario","TOT","0.0","0.0","0.0","0.0",0,-4,"0.1",45,0,1320,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",495,"Austin","TOT","1.9","2.0","2.1","2.3",1,10,"1.0",40,4331,3257,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",496,"Kinsky","TOT","-36.1","-36.0","-35.7","-35.4",-2,41,"18.3",45,60202,58262,16,360,"4.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",497,"Dubravka","TOT","-16.4","-16.7","-17.2","-17.8",-1,-71,"17.6",40,37119,55926,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",498,"Senesi","TOT","-27.2","-28.9","-32.3","-35.6",-2,-165,"3.9",58,1850,50459,3,90,"0.8","a",-1,-2,,"false"
"2026-09-17T10:45:59Z",499,"Pedro Porro","TOT","-95.4","-99.1","-106.1","-113.1",-4,-836,"8.8",55,1416,180072,8,180,"2.0","d",0,0,,"false"
"2026-09-17T10:45:59Z",500,"Romero","TOT","0.0","0.0","0.0","0.0",0,-2,"0.1",50,0,491,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",502,"Robertson","TOT","1.2","1.4","1.9","2.4",1,37,"2.6",44,13340,13537,13,276,"3.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",503,"Van de Ven","TOT","-7.6","-7.1","-6.2","-5.2",-1,27,"3.9",50,21424,13770,15,270,"3.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",505,"Spence","TOT","0.0","0.0","0.0","0.0",0,-4,"0.2",45,0,2053,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",506,"Udogie","TOT","-2.9","-2.8","-2.5","-2.3",-1,1,"0.4",44,439,4070,7,86,"1.8","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",507,"Phillips","TOT","0.0","0.0","0.0","0.0",0,0,"0.0",45,0,81,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",508,"Davies","TOT","-93.4","-94.2","-95.8","-97.3",-3,-10,"0.8",40,1442,5126,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",509,"Byfield","TOT","0.0","0.0","0.1","0.1",0,2,"0.1",40,403,399,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",510,"Rowswell","TOT","-6.6","-6.6","-6.6","-6.6",-1,0,"0.1",40,463,509,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",511,"Souza","TOT","0.0","0.0","0.0","0.0",0,-4,"0.2",40,0,1670,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",512,"Kudus","TOT","1.2","1.3","1.3","1.4",1,4,"0.1",65,1578,1973,3,78,"0.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",513,"Xavi","TOT","-9.8","-17.0","-31.0","-45.0",-1,-3,"0.0",59,41,104,0,0,"0.0","i",0,-1,,"false"
"2026-09-17T10:45:59Z",514,"Tel","TOT","-85.7","-87.0","-89.5","-92.1",-3,-4,"0.2",58,536,3761,8,257,"2.0","a",0,-2,,"false"
"2026-09-17T10:45:59Z",515,"Maddison","TOT","-37.0","-37.0","-37.0","-37.0",-2,0,"0.4",63,1040,3100,2,35,"0.5","a",0,-2,,"false"
"2026-09-17T10:45:59Z",516,"Bentancur","TOT","-71.4","-68.2","-61.8","-55.5",-3,8,"0.2",55,1160,1071,11,287,"2.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",517,"Odobert","TOT","0.0","0.0","0.0","0.0",0,0,"0.0",55,16,13,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",518,"P.M.Sarr","TOT","0.0","0.0","0.0","0.0",0,-3,"0.1",49,0,1578,0,0,"0.0","u",0,-1,,"false"
"2026-09-17T10:45:59Z",519,"Gallagher","TOT","-99.2","-100.8","-103.7","-106.7",-5,-4,"0.2",54,370,1807,3,128,"0.8","a",0,-1,,"false"
"2026-09-17T10:45:59Z",520,"Bergvall","TOT","-72.9","-74.6","-77.9","-81.1",-3,-4,"0.1",54,226,873,2,72,"0.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",521,"Kulusevski","TOT","-78.2","-78.2","-78.2","-78.2",-3,0,"0.0",65,48,68,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",522,"Gray","TOT","-1.7","-2.6","-4.3","-6.1",-1,-4,"0.2",49,1167,1559,7,236,"1.8","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",523,"Moore","TOT","0.0","0.0","0.0","0.0",0,-9,"0.1",50,0,1304,3,89,"0.8","u",0,0,,"false"
"2026-09-17T10:45:59Z",524,"Olusesi","TOT","7.4","7.5","7.7","7.9",1,13,"1.0",44,27553,10512,0,0,"0.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",525,"Fernandes","TOT","-56.6","-58.4","-61.8","-65.3",-3,-21,"0.9",58,1378,9387,6,204,"1.5","a",0,-2,,"false"
"2026-09-17T10:45:59Z",526,"Solanke","TOT","-5.0","-5.5","-6.3","-7.1",-1,-9,"0.9",58,3357,8777,5,105,"1.2","a",-1,-2,,"false"
"2026-09-17T10:45:59Z",527,"Richarlison","TOT","0.0","0.0","0.0","0.0",0,-54,"0.8",59,0,14522,2,67,"0.5","u",0,-1,,"false"
"2026-09-17T10:45:59Z",528,"Scarlett","TOT","0.0","0.0","0.0","0.0",0,-54,"1.2",45,0,13011,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",578,"Mudryk","TOT","-70.8","-73.0","-77.2","-81.5",-3,-4,"0.0",54,28,1707,1,16,"0.2","i",0,-1,,"false"
"2026-09-17T10:45:59Z",601,"Williams-Barnett","TOT","-14.5","-17.3","-22.8","-28.2",-1,-5,"0.1",45,503,1240,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",501,"Danso","SUN","-87.8","-86.0","-82.5","-79.0",-3,4,"0.2",50,1107,1092,3,180,"0.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",529,"Roefs","SUN","-7.0","-7.8","-9.4","-11.0",-1,-53,"2.6",49,1691,24003,11,360,"2.8","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",530,"Patterson","SUN","0.0","0.0","0.0","0.0",0,0,"0.1",40,0,586,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",531,"Ellborg","SUN","-82.1","-82.1","-82.1","-82.1",-3,0,"0.1",45,121,377,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",532,"Ballard","SUN","-42.5","-44.8","-49.3","-53.8",-3,-92,"2.8",49,4836,30379,12,360,"3.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",533,"Mukiele","SUN","-9.1","-10.2","-12.1","-14.1",-1,-50,"2.0",54,3997,18795,13,270,"3.2","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",534,"Hume","SUN","-59.9","-64.1","-72.2","-80.3",-3,-200,"3.4",44,1329,53361,9,195,"2.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",535,"Alderete","SUN","-68.8","-71.4","-76.4","-81.3",-3,-9,"0.3",49,203,2745,1,23,"0.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",536,"Reinildo","SUN","-67.2","-69.6","-74.2","-78.9",-3,-28,"0.3",45,118,6254,7,360,"1.8","s",0,0,,"false"
"2026-09-17T10:45:59Z",537,"Seelt","SUN","0.0","0.0","0.0","0.0",0,0,"0.0",45,0,33,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",538,"Hjelde","SUN","0.0","0.0","0.0","0.0",0,0,"0.0",40,0,213,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",539,"O'Nien","SUN","-94.2","-95.5","-98.0","-100.5",-4,-46,"2.5",40,1593,15297,1,66,"0.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",540,"Masuaku","SUN","0.0","0.0","0.0","0.0",0,-8,"0.1",40,0,980,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",541,"Meunier","SUN","-31.2","-31.8","-33.0","-34.2",-2,-2,"0.3",45,693,1389,11,318,"2.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",542,"E.Le Fée","SUN","-61.9","-66.2","-74.6","-83.0",-3,-235,"3.8",58,3782,58672,13,348,"3.2","a",0,-2,,"false"
"2026-09-17T10:45:59Z",543,"Diarra","SUN","-53.0","-53.0","-53.0","-53.0",-3,0,"0.0",54,8,463,5,28,"1.2","i",0,-1,,"false"
"2026-09-17T10:45:59Z",544,"Xhaka","SUN","-26.1","-28.5","-33.2","-38.0",-2,-135,"3.9",55,9945,38877,19,360,"4.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",545,"Sadiki","SUN","-29.7","-31.7","-35.5","-39.3",-2,-7,"0.2",49,865,2372,8,343,"2.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",546,"Adingra","SUN","0.0","0.0","0.0","0.0",0,0,"0.0",49,0,469,0,0,"0.0","u",0,-1,,"false"
"2026-09-17T10:45:59Z",547,"Mundle","SUN","-35.7","-35.7","-35.7","-35.7",-2,0,"0.0",49,13,97,1,1,"0.2","i",0,-1,,"false"
"2026-09-17T10:45:59Z",548,"Rigg","SUN","-32.3","-38.2","-49.7","-61.2",-2,-4,"0.0",49,42,332,2,17,"0.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",549,"Talbi","SUN","-7.9","-9.2","-11.5","-13.9",-1,-4,"0.1",53,241,1144,1,31,"0.2","a",-1,-2,,"false"
"2026-09-17T10:45:59Z",550,"Jocelin.T","SUN","-59.4","-34.0","0.0","0.0",-2,2,"0.0",50,45,53,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",551,"N.Angulo","SUN","1.5","1.4","1.4","1.3",1,-6,"0.1",50,556,1455,12,254,"3.0","a",0,0,,"false"
