snapshot_utc,element_id,web_name,team,progress_pct,proj_0,proj_1,proj_2,likelihood,hourly_rate,selected_by_percent,now_cost,transfers_in_event,transfers_out_event,total_points,minutes,form,status,cost_change_event,cost_change_start,locked_until,calibrating
"2026-09-17T10:45:59Z",140,"Sánchez","CHE","0.0","0.0","0.0","0.0",0,-33,"0.8",49,0,10734,2,90,"0.5","u",0,-1,,"false"
"2026-09-17T10:45:59Z",141,"Jörgensen","CHE","0.0","0.0","0.0","0.0",0,0,"0.0",50,0,42,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",142,"James","CHE","-37.6","-39.1","-42.1","-45.1",-2,-153,"7.1",54,14820,77847,3,292,"0.8","a",0,-1,,"false"
"2026-09-17T10:45:59Z",143,"Chalobah","CHE","0.0","0.0","0.0","0.0",0,0,"0.1",55,0,547,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",144,"Gusto","CHE","-69.5","-70.4","-72.3","-74.2",-3,-14,"1.0",50,3034,10173,4,272,"1.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",145,"Fofana","CHE","3.4","3.4","3.2","3.0",1,-12,"0.2",50,2201,2323,4,242,"1.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",146,"B.Badiashile","CHE","0.0","0.0","0.0","0.0",0,0,"0.0",45,0,101,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",148,"Hato","CHE","16.2","15.8","15.1","14.3",1,-58,"0.9",45,3410,14378,8,258,"2.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",149,"Colwill","CHE","-69.5","-72.6","-78.5","-84.4",-3,-41,"1.0",49,1373,13074,2,251,"0.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",150,"M.Sarr","CHE","0.0","0.0","0.0","0.0",0,0,"0.0",45,0,313,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",151,"Acheampong","CHE","0.8","0.7","0.5","0.3",1,-16,"0.4",45,1038,4322,5,202,"1.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",152,"Palestra","CHE","-13.9","-14.9","-16.9","-18.9",-1,-49,"0.7",53,142,13950,0,0,"0.0","i",-1,-2,,"false"
"2026-09-17T10:45:59Z",154,"Palmer","CHE","31.3","31.3","31.4","31.5",2,5,"26.8",97,114501,107302,26,352,"6.5","a",0,2,,"false"
"2026-09-17T10:45:59Z",156,"Neto","CHE","1.3","1.2","1.1","0.9",1,-11,"1.4",65,9800,15084,12,246,"3.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",157,"Estêvão","CHE","-16.8","-18.5","-21.7","-24.9",-1,-28,"0.7",63,2053,7747,3,20,"0.8","a",-1,-2,,"false"
"2026-09-17T10:45:59Z",158,"Gittens","CHE","-88.5","-94.1","-104.8","-115.6",-3,-2,"0.0",59,137,318,0,0,"0.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",159,"Caicedo","CHE","-5.5","-6.4","-8.2","-9.9",-1,-73,"1.2",53,454,23548,1,13,"0.2","i",-1,-2,,"false"
"2026-09-17T10:45:59Z",161,"Lavia","CHE","5.2","5.1","4.9","4.8",1,-14,"0.2",50,1955,3170,11,258,"2.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",163,"D.Essugo","CHE","0.0","0.0","0.0","0.0",0,0,"0.1",45,0,1454,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",164,"Quenda","CHE","-8.6","-9.9","-12.4","-14.9",-1,-1,"0.0",53,117,410,1,8,"0.2","a",-1,-2,,"false"
"2026-09-17T10:45:59Z",165,"João Pedro","CHE","12.4","1.0","-11.4","-23.4",1,-4554,"74.4",78,223455,106669,33,360,"8.2","d",1,3,,"false"
"2026-09-17T10:45:59Z",168,"Marc Guiu","CHE","0.0","0.0","0.0","0.0",0,-8,"0.2",50,0,2763,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",169,"Mheuka","CHE","2.6","2.8","3.2","3.6",1,28,"0.4",45,5649,4081,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",170,"Emegha","CHE","-58.9","-60.2","-62.7","-65.2",-3,-6,"0.1",50,91,2179,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",200,"Lacroix","CHE","-93.4","-96.1","-101.3","-106.6",-4,-277,"7.2",60,6266,85865,10,274,"2.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",560,"Penders","CHE","0.0","0.0","0.0","0.0",0,0,"0.1",44,526,473,0,0,"0.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",561,"Anselmino","CHE","0.0","0.0","0.0","0.0",0,0,"0.0",45,152,158,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",568,"Barco","CHE","-5.3","-4.9","-4.1","-3.4",-1,1,"0.1",54,352,986,1,29,"0.2","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",583,"Chavarria","CHE","-34.9","-35.4","-36.3","-37.2",-2,-1,"0.2",49,317,1180,4,118,"1.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",91,"Pinnock","COV","-71.5","-74.5","-80.2","-86.0",-3,-3,"0.1",45,281,474,6,192,"1.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",104,"Onyeka","COV","-2.5","-4.9","-9.6","-14.3",-1,-4,"0.1",49,222,1098,6,224,"1.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",110,"Rushworth","COV","-40.4","-41.6","-43.9","-46.2",-3,-14,"0.8",45,690,8166,5,360,"1.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",171,"Dovin","COV","0.0","0.0","0.0","0.0",0,-25,"1.1",40,0,7106,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",172,"Wilson","COV","-0.6","-0.5","-0.2","0.0",-1,1,"0.4",44,206,1241,0,0,"0.0","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",173,"Thomas","COV","19.5","18.7","17.1","15.6",1,-117,"8.8",40,21678,48300,15,347,"3.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",174,"Kitching","COV","0.0","0.0","0.0","0.0",0,-19,"0.4",40,0,3469,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",175,"van Ewijk","COV","-43.0","-44.4","-47.0","-49.5",-3,-186,"9.9",40,10090,72320,6,360,"1.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",176,"Dasilva","COV","-45.6","-46.6","-48.5","-50.4",-3,-10,"0.7",40,595,3131,5,354,"1.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",177,"Kesler-Hayden","COV","-96.7","-96.7","-96.7","-96.7",-4,0,"0.0",40,102,310,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",178,"Bidwell","COV","-23.1","-25.2","-29.2","-33.3",-2,-2,"0.1",40,312,478,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",179,"Latibeaudiere","COV","-55.4","-66.0","-86.4","-106.9",-3,-5,"0.0",40,105,223,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",180,"Woolfenden","COV","-71.1","-71.6","-72.6","-73.6",-3,-2,"0.1",40,163,841,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",181,"Brau","COV","0.0","0.0","0.0","0.0",0,0,"0.0",40,0,184,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",182,"Amenda","COV","-22.9","-25.8","-31.5","-37.1",-2,-55,"0.7",40,1353,3649,4,360,"1.0","d",0,0,,"false"
"2026-09-17T10:45:59Z",183,"Rudoni","COV","-96.5","-100.7","-108.7","-116.7",-5,-6,"0.1",50,309,1013,8,224,"2.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",184,"Grimes","COV","-10.7","-10.9","-11.2","-11.5",-1,-1,"0.1",49,436,1372,8,353,"2.0","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",185,"Sakamoto","COV","-100.0","-107.0","-120.4","-133.9",-5,-7,"0.1",49,65,638,1,31,"0.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",186,"Mason-Clark","COV","-64.3","-64.3","-64.3","-64.3",-3,0,"0.1",54,69,582,4,186,"1.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",187,"Eccles","COV","-69.1","-69.1","-69.1","-69.1",-3,0,"0.0",49,11,236,0,0,"0.0","i",0,-1,,"false"
"2026-09-17T10:45:59Z",188,"Torp","COV","-93.7","-96.4","-101.7","-106.9",-4,-4,"0.1",54,27,733,3,53,"0.8","a",0,-1,,"false"
"2026-09-17T10:45:59Z",189,"Shepherd","COV","-101.2","-102.2","-104.0","-105.8",-5,-3,"0.2",45,338,1745,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",190,"Tchaouna","COV","-35.3","-38.1","-43.6","-49.1",-2,-4,"0.1",54,23,691,4,166,"1.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",191,"Borges Rodrigues","COV","0.0","0.0","0.0","0.0",0,-5,"0.1",45,0,1280,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",192,"Andrews","COV","0.0","0.0","0.0","0.0",0,-15,"0.3",45,0,3686,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",193,"Wright","COV","-63.3","-64.6","-67.2","-69.8",-3,-4,"0.1",54,60,878,0,0,"0.0","i",0,-1,,"false"
"2026-09-17T10:45:59Z",194,"Thomas-Asante","COV","2.4","2.3","2.2","2.0",1,-13,"0.8",50,5739,8212,5,137,"1.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",195,"Simms","COV","-47.8","-50.9","-56.9","-63.0",-3,-31,"0.7",50,1978,7958,3,88,"0.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",196,"Markelo","COV","0.0","0.0","0.0","0.0",0,0,"0.0",50,0,82,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",197,"Bassette","COV","0.0","0.0","0.0","0.0",0,-1,"0.0",45,0,202,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",492,"Awoniyi","COV","-86.5","-91.0","-99.6","-108.2",-3,-90,"0.5",55,525,13453,3,232,"0.8","s",0,0,,"false"
"2026-09-17T10:45:59Z",575,"Yirenkyi","COV","-50.0","-51.8","-55.3","-58.8",-3,-4,"0.2",49,187,1679,6,175,"1.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",584,"Hamer","COV","-37.4","-38.3","-39.9","-41.6",-2,-1,"0.1",54,52,653,3,32,"0.8","a",0,-1,,"false"
"2026-09-17T10:45:59Z",599,"Cherif","COV","-2.8","-1.4","0.0","0.0",-1,2,"0.1",50,1047,962,1,30,"0.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",623,"Bentley","COV","1.0","1.0","1.1","1.1",1,5,"0.6",40,8118,1753,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",655,"Gboho","COV","0.0","0.0","0.0","0.0",0,0,"0.0",55,83,27,0,0,"0.0","a",0,0,"2026-09-23T15:00:18.732507Z","false"
"2026-09-17T10:45:59Z",656,"Mfuni","COV","0.0","0.0","0.0","0.0",0,0,"0.1",40,4977,1163,0,0,"0.0","a",0,0,"2026-09-24T14:54:23.064516Z","false"
"2026-09-17T10:45:59Z",42,"Guessand","CRY","-96.4","-100.6","-108.7","-116.7",-5,-2,"0.0",55,236,583,2,54,"0.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",153,"Disasi","CRY","0.4","0.3","0.1","-1.8",1,-12,"0.1",45,110,3294,1,139,"0.2","s",0,0,,"false"
"2026-09-17T10:45:59Z",198,"Henderson","CRY","-40.1","-43.1","-49.1","-55.0",-3,-186,"1.5",50,171,42638,5,270,"1.2","i",0,0,,"false"
"2026-09-17T10:45:59Z",199,"Benitez","CRY","-45.9","-43.4","-38.3","-33.3",-3,4,"0.1",45,886,558,2,90,"0.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",202,"Richards","CRY","-60.6","-66.3","-77.2","-88.2",-3,-49,"0.6",50,1323,5874,6,360,"1.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",203,"Canvot","CRY","-66.9","-71.9","-81.7","-91.5",-3,-15,"0.2",49,188,2896,2,270,"0.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",204,"Mitchell","CRY","31.9","30.7","28.2","25.7",2,-189,"6.3",45,16234,44827,17,329,"4.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",205,"Sosa","CRY","0.0","0.0","0.0","0.0",0,0,"0.0",45,0,208,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",206,"Chadi Riad","CRY","-93.4","-93.4","-93.4","-93.4",-3,0,"0.0",44,34,271,1,72,"0.2","i",0,-1,,"false"
"2026-09-17T10:45:59Z",207,"Mingueza","CRY","-46.5","-44.7","-41.3","-37.9",-3,2,"0.1",44,194,662,2,16,"0.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",208,"Sarr","CRY","-0.0","-0.0","-0.0","-0.0",0,0,"0.6",62,76,9576,0,0,"0.0","d",-1,-3,"2026-09-24T16:30:08.977944Z","false"
"2026-09-17T10:45:59Z",210,"Wharton","CRY","-56.5","-58.9","-63.4","-67.9",-3,-26,"0.8",55,2009,8236,10,346,"2.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",211,"Yeremy","CRY","7.7","7.3","6.5","5.8",1,-58,"0.4",55,1109,7854,12,226,"3.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",212,"Hughes","CRY","-1.9","-2.6","-4.1","-5.6",-1,-146,"8.0",44,16932,63016,2,29,"0.5","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",213,"Lerma","CRY","-66.2","-68.4","-72.6","-76.8",-3,-2,"0.1",49,126,536,1,6,"0.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",214,"Kamada","CRY","8.5","8.8","9.2","9.6",1,34,"0.5",50,15139,4542,18,351,"4.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",215,"Devenny","CRY","0.0","0.0","0.0","0.0",0,0,"0.0",50,0,79,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",216,"Esse","CRY","0.0","0.0","0.0","0.0",0,-1,"0.0",50,0,303,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",217,"M.França","CRY","0.0","0.0","0.0","0.0",0,-2,"0.0",49,0,487,0,0,"0.0","u",0,-1,,"false"
"2026-09-17T10:45:59Z",218,"Doucouré","CRY","-65.3","-71.0","-81.9","-92.9",-3,-4,"0.1",49,195,591,0,0,"0.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",219,"J.Rak-Sakyi","CRY","0.0","0.0","0.0","0.0",0,0,"0.0",49,0,83,0,0,"0.0","u",0,-1,,"false"
"2026-09-17T10:45:59Z",220,"Cardines","CRY","0.0","0.0","0.0","0.0",0,0,"0.0",45,0,6,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",221,"Drakes-Thomas","CRY","-53.9","-52.8","-50.6","-48.4",-3,1,"0.1",45,252,672,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",222,"Strand Larsen","CRY","3.8","3.8","3.8","3.8",1,1,"0.6",60,9277,5984,12,217,"3.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",223,"Mateta","CRY","-11.2","-12.1","-13.8","-15.6",-1,-88,"1.5",63,145,19580,2,62,"0.5","i",-1,-2,,"false"
"2026-09-17T10:45:59Z",224,"Nketiah","CRY","2.8","2.2","0.9","-3.3",1,-94,"0.6",55,269,16613,7,167,"1.8","d",0,0,,"false"
"2026-09-17T10:45:59Z",225,"Uche","CRY","0.0","0.0","0.0","0.0",0,0,"0.0",50,0,0,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",241,"McNeil","CRY","-43.9","-46.3","-50.9","-55.5",-3,-4,"0.1",54,129,1004,3,84,"0.8","a",0,-1,,"false"
"2026-09-17T10:45:59Z",555,"Matthews","CRY","-4.0","-4.0","-4.0","-4.0",-1,0,"1.7",40,2389,4181,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",577,"Tomiyasu","CRY","-1.9","-2.5","-3.7","-4.8",-1,-4,"0.3",44,304,1942,2,144,"0.5","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",588,"Khalaili","CRY","6.7","6.5","6.1","5.7",1,-28,"0.3",50,4363,3127,13,289,"3.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",595,"Gozo","CRY","-55.5","-55.5","-55.5","-55.5",-3,0,"0.0",50,62,134,2,28,"0.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",633,"Ahanor","CRY","0.0","0.0","0.0","0.1",0,1,"0.0",45,526,151,3,90,"1.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",643,"Chilwell","CRY","-11.8","-16.6","-25.9","-35.1",-1,-33,"0.5",45,2418,6195,8,29,"4.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",644,"Timber","CRY","0.0","-0.5","-32.0","-63.5",-1,-7,"0.0",50,1041,411,6,163,"3.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",647,"Osorio","CRY","-4.3","-4.3","-4.3","-4.3",-1,0,"0.0",55,59,109,1,1,"0.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",21,"Nørgaard","EVE","-63.6","-65.6","-69.4","-73.1",-3,-4,"0.0",49,33,520,0,0,"0.0","i",0,-1,,"false"
"2026-09-17T10:45:59Z",209,"Johnson","EVE","-31.7","-27.9","-20.6","-13.3",-2,7,"0.1",59,1310,941,6,173,"1.5","a",0,-1,,"false"
"2026-09-17T10:45:59Z",226,"Pickford","EVE","12.7","13.7","15.8","17.8",1,155,"8.9",55,44916,28608,17,360,"4.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",227,"Travers","EVE","-36.3","-38.5","-42.8","-47.2",-2,-1,"0.0",50,392,332,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",228,"King","EVE","-34.4","-34.4","-34.4","-34.4",-2,0,"0.0",45,154,217,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",229,"Tarkowski","EVE","10.9","12.3","15.0","17.7",1,554,"13.6",61,195675,31451,29,360,"7.2","a",1,1,,"false"
"2026-09-17T10:45:59Z",230,"Branthwaite","EVE","19.1","20.1","22.1","24.0",2,149,"2.2",55,30830,8667,19,360,"4.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",231,"Keane","EVE","-17.8","-19.2","-22.0","-24.8",-1,-28,"0.8",48,1280,8276,0,0,"0.0","a",-1,-2,,"false"
"2026-09-17T10:45:59Z",232,"O'Brien","EVE","-85.0","-85.7","-87.2","-88.6",-3,-3,"0.3",49,797,1852,1,15,"0.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",233,"Mykolenko","EVE","59.9","63.7","71.0","78.3",3,554,"3.2",45,129335,13945,22,360,"5.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",234,"Patterson","EVE","0.0","0.0","0.0","0.0",0,-2,"0.0",45,0,234,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",235,"Aznou","EVE","0.0","0.0","0.0","0.0",0,-4,"0.1",40,0,1150,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",236,"Dewsbury-Hall","EVE","64.3","68.1","75.6","83.0",3,566,"5.4",65,96976,39350,17,360,"4.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",238,"Grealish","EVE","6.0","6.1","6.2","6.4",1,10,"0.4",65,6195,4218,3,57,"0.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",239,"Garner","EVE","1.0","1.4","2.0","2.6",1,47,"0.2",60,6610,2016,8,238,"2.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",242,"George","EVE","21.9","23.0","25.0","27.1",2,156,"0.8",55,29352,6896,18,298,"4.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",243,"Alcaraz","EVE","-22.3","-22.3","-22.3","-22.3",-2,0,"0.1",49,325,716,1,5,"0.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",244,"Armstrong","EVE","11.2","10.9","10.2","9.6",1,-48,"0.4",50,5680,4433,14,356,"3.5","d",0,0,,"false"
"2026-09-17T10:45:59Z",245,"Dibling","EVE","-78.9","-65.3","-39.1","-12.9",-3,5,"0.0",54,154,265,0,0,"0.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",246,"Röhl","EVE","-4.6","-5.9","-8.3","-10.8",-1,-3,"0.0",49,270,671,6,249,"1.5","d",-1,-1,,"false"
"2026-09-17T10:45:59Z",247,"Hackney","EVE","-71.7","-73.1","-76.0","-78.8",-3,-4,"0.2",55,499,1366,9,136,"2.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",248,"Beto","EVE","0.0","0.0","0.0","0.0",0,-98,"0.7",54,0,16973,2,31,"0.5","u",0,-1,,"false"
"2026-09-17T10:45:59Z",249,"Barry","EVE","26.5","30.5","38.3","46.0",2,588,"6.8",56,101724,54516,14,327,"3.5","a",0,1,,"false"
"2026-09-17T10:45:59Z",649,"Maitland-Niles","EVE","2.0","2.9","4.6","6.3",1,130,"0.8",45,32563,4061,13,87,"6.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",654,"Graham","EVE","0.0","0.0","0.0","0.0",0,0,"0.1",45,1353,1728,0,0,"0.0","a",0,0,"2026-09-19T17:46:58.377521Z","false"
"2026-09-17T10:45:59Z",250,"Leno","FUL","2.8","3.0","3.4","3.8",1,30,"3.0",45,23446,10710,15,360,"3.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",251,"Lecomte","FUL","-17.6","-17.8","-18.2","-18.5",-1,-3,"1.1",40,2389,2727,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",252,"McNally","FUL","0.0","0.0","0.0","0.0",0,0,"0.1",40,0,642,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",253,"Andersen","FUL","0.1","0.1","0.1","0.1",1,0,"0.1",50,1262,1429,2,180,"0.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",254,"Robinson","FUL","-36.8","-37.1","-37.7","-38.2",-2,-6,"1.4",45,6933,7245,10,339,"2.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",255,"J.Cuenca","FUL","-49.0","-49.0","-49.0","-49.0",-3,0,"0.0",45,62,248,3,90,"0.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",256,"Tete","FUL","-23.2","-24.6","-27.4","-30.2",-2,-4,"0.2",44,266,1115,0,27,"0.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",257,"Bassey","FUL","-18.9","-19.0","-19.2","-19.4",-1,-1,"0.7",45,2530,2513,9,360,"2.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",258,"Castagne","FUL","9.1","9.2","9.4","9.5",1,12,"0.8",45,8830,4760,19,318,"4.8","a",0,0,,"false"
"2026-09-17T10:45:59Z",261,"Iwobi","FUL","-37.3","-38.6","-41.0","-43.5",-2,-12,"0.7",54,2043,6274,9,338,"2.2","a",0,-1,,"false"
"2026-09-17T10:45:59Z",262,"Smith Rowe","FUL","-54.3","-55.9","-58.9","-61.9",-3,-6,"0.3",54,389,2352,3,38,"0.8","a",0,-1,,"false"
"2026-09-17T10:45:59Z",263,"Kevin","FUL","0.0","0.0","-2.0","-5.9",0,-2,"0.0",53,451,465,3,42,"0.8","a",-1,-2,,"false"
"2026-09-17T10:45:59Z",264,"Bobb","FUL","-51.9","-53.1","-55.2","-57.4",-3,-5,"0.3",55,1690,2681,10,273,"2.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",265,"Berge","FUL","-12.6","-13.7","-15.9","-18.1",-1,-5,"0.3",49,1192,2089,8,273,"2.0","a",0,-1,,"false"
"2026-09-17T10:45:59Z",266,"Cairney","FUL","-2.0","-2.0","-2.0","-2.0",-1,0,"0.0",49,10,36,0,0,"0.0","i",-1,-1,,"false"
"2026-09-17T10:45:59Z",268,"King","FUL","45.6","47.6","51.4","55.2",3,289,"1.6",55,56614,16071,22,346,"5.5","a",0,0,,"false"
"2026-09-17T10:45:59Z",269,"Sessegnon","FUL","-25.6","-28.1","-32.9","-37.8",-2,-19,"0.3",44,215,3166,3,50,"0.8","d",0,-1,,"false"
"2026-09-17T10:45:59Z",270,"Reed","FUL","2.0","2.0","2.1","2.2",1,7,"1.2",44,12641,10866,0,0,"0.0","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",271,"Muniz","FUL","-22.9","-23.0","-23.2","-23.3",-2,-1,"0.4",54,2183,3997,3,28,"0.8","a",0,-1,,"false"
"2026-09-17T10:45:59Z",272,"Kusi-Asare","FUL","-29.5","-30.5","-32.5","-34.6",-2,-86,"5.8",45,20232,41311,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",569,"Gonzalo","FUL","46.3","45.9","45.2","44.6",3,-51,"3.6",60,18648,49366,12,346,"3.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",570,"Palacios","FUL","-1.5","-2.5","-4.5","-6.4",-1,-4,"0.2",54,1039,1662,11,207,"2.8","a",-1,-1,,"false"
"2026-09-17T10:45:59Z",580,"Charles","FUL","-86.2","-84.2","-80.3","-76.4",-3,2,"0.1",50,488,428,9,213,"2.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",610,"De Fougerolles","FUL","0.0","0.0","0.0","0.0",0,0,"0.1",40,0,900,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",626,"Zepa","FUL","-38.7","-42.9","-50.9","-59.0",-3,-18,"0.3",45,915,3672,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",635,"Larsson","FUL","0.0","0.0","0.0","0.1",0,2,"0.0",50,142,87,2,24,"1.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",636,"Ángel","FUL","0.0","0.0","0.0","0.0",0,0,"0.0",50,61,48,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",650,"Affengruber","FUL","0.1","0.1","0.2","0.3",1,6,"0.0",45,1620,348,8,90,"4.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",240,"Iroegbunam","HUL","0.1","0.1","0.1","0.1",1,0,"0.0",50,321,203,1,25,"0.2","a",0,0,,"false"
"2026-09-17T10:45:59Z",273,"Phillips","HUL","-20.9","-21.2","-21.8","-22.4",-2,-6,"1.4",40,3558,4605,0,0,"0.0","a",0,0,,"false"
"2026-09-17T10:45:59Z",274,"Butland","HUL","-84.8","-85.3","-86.1","-86.9",-3,-1,"0.1",45,75,433,0,0,"0.0","i",0,0,,"false"
"2026-09-17T10:45:59Z",275,"Cartwright","HUL","0.0","0.0","0.0","0.0",0,0,"0.0",40,0,34,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",276,"Lo-Tutala","HUL","0.0","0.0","0.0","0.0",0,0,"0.0",40,0,102,0,0,"0.0","u",0,0,,"false"
"2026-09-17T10:45:59Z",277,"Egan","HUL","17.6","18.5","20.3","22.0",1,132,"6.9",41,77215,29243,25,360,"6.2","a",0,1,,"false"
"2026-09-17T10:45:59Z",278,"Hughes","HUL","2.7","2.8","2.9","3.0",1,9,"0.2",39,12541,3779,0,0,"0.0","i",-1,-1,,"false"
"2026-09-17T10:45:59Z",279,"Ajayi","HUL","51.3","52.9","55.9","59.0",3,232,"13.8",42,176926,59931,26,333,"6.5","a",0,2,,"false"
"2026-09-17T10:45:59Z",280,"Coyle","HUL","-10.5","-9.4","-7.3","-5.2",-1,10,"0.7",40,8309,2883,13,258,"3.2","a",0,0,,"false"
